row,Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description
1,"nueva oferta
Business Analyst (m/f/d)",TUI,"Arca, A Coruña provincia",7/26/2021,https://es.indeed.com/rc/clk?jk=4510d66ff04f01c9&fccid=8852e4785c7f0abe&vjs=3,NA,NA,NA,"For TUI Group IT we are looking for a Business Analyst (m/f/d) with immediate effect.

In the WholeSale team we are looking for a Business Analyst (m/f/d) to take responsibility for and further develop our applications in the area of accommodation purchasing, search and book requests.

To ensure that TUI can put a smile on the faces of its guests day after day, the IT of the world's leading tourism group ensures smooth processes. With a great deal of passion for technology and expertise, TUI Infotec is driving the digital transformation forward. Innovative solutions are created for customers and guests by bringing together the right people and appropriate technologies. Know-how and fun with digitalization, reliability, uniqueness, and an open approach to new with new technologies are what make the company stand out. Flexibility is a top priority - TUI Infotec offers an agile, dynamic environment that is characterized by the search for new ideas and the corresponding willingness to change.

WHAT YOU WILL BE DOING:
In the role of Business Analyst (m/f/d) in the area of Accommodation and Sourcing, you will be the internal consulting interface between business and cross-country stakeholders, focusing on the creation, conceptualization and implementation support of technical specifications of the underlying IT processes related to purchased hotels and the support of the created systems. Together with the team, you will design, develop and support viable and future-proof applications and put them into action in sprints. As an agile and powerful team, we feel end-to-end responsibility for the product and ensure smooth operations in addition to further development. Specifically, your tasks include:

You are the technical/professional contact person for our functional product teams
You design, create and support technical concepts for the further development of the hotel purchasing system and other relevant partner portals and ensure its continuous improvement by analyzing and correcting errors
You create concepts for workflows and process chains in order to automate recurring tasks as much as possible
You are responsible for the creation and conception of automated solutions to support and optimize support and decision processes
You sort and prioritize topics arising in day-to-day business on your own responsibility in coordination with the product owner
You check the developments in close exchange with the developers and ensure the go-live, as well as the configurations including documentation and tests.

We encourage people with disabilities to apply.

WHAT WE ARE LOOKING FOR:
Degree in business or technical field or similar qualification or tourism education/study with several years of technical experience.
Experience working as a business analyst, in connection with external suppliers or several years of practical applied knowledge in agile methods
Sound technical understanding, knowledge of software development, various interface technologies (REST, SOAP, etc.), as well as knowledge in their effort estimation
Deep understanding and in-depth knowledge of industry standard data transfer formats (EDF, OTDS, AIF, etc.) or strong IT knowledge in data structures with interest in learning these data formats
Goal-oriented analytical, comprehension, organizational, and problem-solving skills
Self-motivation and commitment, as well as independence and sense of responsibility towards team, customer and product
Communication and conflict management skills in fluent German and very good English
Sound knowledge of tourism processes, especially hotel purchasing desirable

TUI AND YOU
Competitive salary
Pension scheme, life assurance and options to buy shares
Generous holiday entitlement & holiday discounts
Forward thinking ways of working
TUI time off, purchase of additional holiday entitlement
Excellent rates with foreign exchange and discounts with retailers

TUI Group’s vision is to make travel experiences special. To fulfil this vision, we never stop looking ahead, seeking new ways to delight our customers and grow our business. We recognise the power of digital and the massive contribution this brings to creating a truly unique and differentiated customer experience.

At TUI, we know people are as diverse as the destinations we send our customers to. ​Just as travel is about exploration, we are on a continuous journey to make our work culture more inclusive.​ Spending time with us, whether you are at work or on holiday, enables you to relax and be yourself in a safe environment. ​We love to see your uniqueness shine through and inspire the future of travel.​ If you would like to read more about what Diversity & Inclusion means to us simply visit Our DNA."
2,"nueva oferta
Analytics Analyst With English",Triangle,"Madrid, Madrid provincia",7/26/2021,https://es.indeed.com/rc/clk?jk=44e95198c044877a&fccid=b204b7355b93ffca&vjs=3,NA,NA,NA,"Role:
Analytics Analyst with English
Description
Triangle Solutions ETT, a Multinational HR Agency is looking for motivated candidates in the IT sector like you, available to work in Santa Cruz de Tenerife.
If you speak fluently English with an IT background and you want to be a member of a dynamic and international team in Santa Cruz capital. This could be your next professional challenge!
We are looking for candidates with:
Experience in Analytics and Reporting, look for SQL, SSRS, SSIS, Cognos, Power BI.
Development exposure on COTS applications
Staffing for Clinical Analytics, looks for SQL, SSRS, SSIS experience
Software development experience in Reporting or data analytics platforms.
Strong technical skill in T-SQL, SSIS, Microsoft SQL Server and Visual Studio development.
Experience in the Agile process.
Good communication skills
Ready to work in shifts
What we offer:
Paid Training
6 month contract with the possibility to continue with a stable contract
Full time position with rotating shift in Tenerife, Canary Islands - Spain
Competitive Salary
Santa Cruz de Tenerife, España
 Duración determinada (> 6 meses)
> 2 años experiencia
Titulación Universitaria Grado (4+ a.)
Presentación de la empresa"
3,"nueva oferta
Senior Payroll Analyst - Blue-collars (They/She/He)",Glovo,"Barcelona, Barcelona provincia",7/26/2021,https://es.indeed.com/rc/clk?jk=169c834caaa68a77&fccid=e79aa74d1d3ace1e&vjs=3,NA,NA,NA,"About Glovo:
We're a Barcelona-based startup and the fastest-growing delivery player in Europe, Africa, and Western Asia. With food at the core of the business, Glovo delivers any product within your city at any time of day.

At Glovo, you'll have the job of your life while working together towards our shared vision to give everyone easy access to anything in their city. We welcome top performers that will bring new ideas, diverse perspectives, and provide you the opportunities and freedom to grow and make a real impact on millions of lives… all while having fun!

We believe that diversity adds incredible value to our teams, our products, and our culture. We know that the best ideas and solutions come by bringing together people from all over the world and by fostering a culture of inclusion where everyone feels heard and has the chance to make a real impact. It's because of this that we are committed to providing equal opportunities to talent from all backgrounds.

In your application, please feel free to note which pronouns you use (For example: she/her/hers, he/him/his, they/them/theirs, etc).
Be a part of a team where you will:
Collect all payroll related information from managers, prepare, generate, check and submit payroll figures on a monthly basis
Ensure any required adjustments are reflected in payroll
Be the point person between the People Team, Finance Team, Global Mobility, Legal Team and the Outsource Payroll Provider to ensure there is clear communication between departments for efficient payroll service.
Help our employees with any payroll-related questions and advise them on what could work better for them
Explain the payroll and benefits for all new hires and current employees. Creation and implementation of Payroll trainings for managers and employees
Support the rest of the People team or any other department that needs it
Serves as liaison to employees and with third party payroll vendors to ensure payroll processing accurately reflects company specific pay policies.
Audits employee pay records and reconciles totals by department, location, country, etc. Coordinates third party payroll system implementations and upgrades.
Interprets pay policies, (e.g., vacation, LOA, disability, workers compensation, union contracts, government regulations, withholding exemptions, etc.) and ensures appropriate amounts/deductions are calculated and applied to the various accounts correctly.
Verifies compliance with local payroll requirements; stays current with changes in the law.
May assist with audits of internal records, workers compensation, tax filings and related documentation.
Documents payroll processes and procedures; may train payroll department staff.
May back up those who perform specialized tasks or activities such as stock option exercises, bonus calculation reviews, specific payroll programs in complex countries.
Collaborate in efforts to evaluate and redesign Payroll processes to align with the company's rapid grown and commitment to quality
Executing post-payroll activities by reporting to local authorities and finance teams
You have:
University degree in Human Resources, Economy or similar
+3 years of Payroll Specialist experience
Spanish payroll policies and procedures knowledge
Spanish labour laws and tax regulations knowledge
Good English verbal and written communication skills
Strong knowledge of Spanish Benefits, Social Security, and Payroll Tax regulation and administration
Excellent data management skills - strong Excel and database management skills
Strong proven analytical skills
The ability to communicate confidently, succinctly and logically both verbally and in writing
Ability to work independently and with highest ownership/responsibility
Ability to work in a team, to be flexible and to work under time-pressure
Good communication skills and ability to establish effective working relations with people and management.
Flexibility, tenacity and curiosity
Good attention to detail
Management skills
Confidentiality duty
Customer-service ethic
Experience our Glovo Life benefits:
Enticing equity plan
Top-notch private health insurance
Monthly Glovo credit to spend on our restaurant products and zero delivery fee on all Glovo orders!
Discounted gym memberships
Flexible time off (take the time you need) and hybrid working model (own your time)
Enhanced parental leave including nursery support!
Online therapy and wellbeing benefit
External learning budget
What you'll find when working at Glovo:
Gas: We work with energy, innovation and passion for what we do. We are committed.
Care: We act in the best interest of a sustainable future.
Good vibes: We always see the positive side in every situation and act with fairness and honesty with everyone regardless of gender, sexual orientation, religion, and abilities.
Stay Humble: We embrace mistakes and feedback to learn from them.
Glownership: We roll up our sleeves and get work done no matter our position and level.
If you believe you match these values, we look forward to meeting you!

Wanna take a peek into what it's like to work at Glovo? Follow us on Instagram and like us on Facebook!
Glovo is transforming the way consumers access local goods, enabling anyone to get almost any product delivered in minutes. Our on-demand logistics connect customers with independent local couriers who acquire goods from any restaurant or store in a city, as well as deliver urgent packages for a variable fee. For additional information on Glovo, please visit https://about.glovoapp.com/"
4,"nueva oferta
Desktop Engineer",NTT DATA Services,"Madrid, Madrid provincia",7/26/2021,https://es.indeed.com/rc/clk?jk=851381e9be01c4a4&fccid=ac38a400acc8fe73&vjs=3,NA,NA,NA,"Req ID: 139163
NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.
Onsite IT Support Analyst
Madrid, Spain
Competitive Salary
Overview
NTT DATA Services currently seeks an IT Support Engineer to join their team working onsite with a major client based in Madrid. The Engineer is responsible for the technical support of hardware and software across the sites for all hardware and software Incidents and requests for end-user computing support (including desktops, laptops, mobile and printers) This role combines good level technical skills with an emphasis on the delivery of a high level of customer service.
Role Responsibilities
Review, troubleshoot and approve operational quality desktops, notebooks, printers, and associated peripherals.
Install, maintain and optimise desktop /notebook configurations at customer sites.
Diagnoses and resolves product performance problems.
Provide IT support to VIP and End Users and general maintenance and repair services.
Ensures customer satisfaction by advising customers on preventive maintenance and configurations which may impact product performance.
Instructs users in the operation and maintenance of the system.
Key Skills
Excellent customer service and communication skills
Break Fix IT Support, Desk Side Support and Install, Move, Add Change (IMAC)
Good knowledge of Diagnosis tools and processes
Knowledge and experience of Windows 10, Office 365 Operational and configuration knowledge
Experience with MAC Support and deployment (JAMF)
Basic understanding of the purpose and operation of software distribution technologies (e.g. SCCM)
Fluent in English and Spanish languages
Benefits
Our people are the most critical component of our long-term success and their health and wellbeing are our priority. You will enjoy a comprehensive, locally competitive benefits package
About NTT DATA Services
NTT DATA Services is a global business and IT services provider specializing in digital, cloud and automation across a comprehensive portfolio of consulting, applications, infrastructure and business process services. We are part of the NTT family of companies, a partner to 85 % of the Fortune 100.
NTT DATA Services is an equal opportunity employer and will consider all qualified applicants for employment without regard to race, gender, disability, age, veteran-status, sexual orientation, gender identity, or any other class protected by law. To learn more, please visit https://us.nttdata.com/en/about-us/content/diversity-and-inclusion. Furthermore, NTT DATA Services will make accommodations for eligible applicants on a case-by-case basis. Please email EEOOfficer@nttdata.com for assistance.
#LI-EMEA"
5,"nueva oferta
Senior Manager Analytics, Channel Marketing- Spain Remote",Vistaprint,"Barcelona, Barcelona provincia•Teletrabajo",7/26/2021,https://es.indeed.com/rc/clk?jk=d6358f3e08a24e9a&fccid=3755b60c862441f9&vjs=3,NA,NA,NA,"Who We Are:
Vistaprint’s Data and Analytics (DnA) organization is working to make our company one of the world’s most well-known and successful data-driven companies. The cross-functional team includes product owners, analysts, technologists, data engineers and more – all focused on providing Vistaprint with information and tools we can use to deliver jaw-dropping customer value. DnA team members are empowered to learn new skills, communicate openly and be active problem-solvers.
What You Will Do:
Lead a team of analysts in the Channel Marketing data domain; build career objectives and craft their learning and development plans
Develop and lead routines to facilitate cross-team sharing, collaboration, and cohesion
Build relationships with relevant specialists in the Data & Analytics community, e.g., the Experimentation Center of Excellence, Analytics Guild, Marketing Analytics, etc.
Guide data analysis and modeling including bringing ideas for novel or unexplored data sources and methodologies to find opportunities to improve how we build data products
Guide insights sharing and visualization of results to provide meaningful recommendations to our Channel Marketing specialists, to our data product teams and to the business
Tell the story of our data products’ performance working in partnership with our data product teams
Your Qualifications:
At Vistaprint, we value the experiences that individual team members add to our culture. Please don't hesitate to apply even if you don't meet the exact qualifications, we look forward to learning more about you!
8+ years of experience in analytics with ideally 5+ years in an eCommerce or Marketing environment. Bachelor degree in Business, Mathematics, Statistics, Computer Science, Engineering, Economics or related field.
People management background for ideally 5+ team members
Proficient in SQL and data visualization tools (especially Looker would be a huge plus)
Experience in partnering and leading multi-functional teams
Nice to Have:
Proficiency in other programming languages (e.g., Python, R)
Experience with web analytic tools (i.e., Adobe Analytics or Google Analytics)
Good understanding of Channel Marketing use cases
Why You'll Love Working Here:
Being at Vistaprint means that you don’t see work as just a building, a desk or a manufacturing floor. You see it as a chance to take a step forward in your career journey – and your life. We strive to give you everything you need to learn, grow, and succeed. Through innovation, collaboration, and perpetual exposure to what’s next, we’re always pushing boundaries and broadening our horizons. We embrace the chance to operate outside of our comfort zone to discover what we’re capable of. Some might call that a challenge; we just call it another great day at work.
Vistaprint has received numerous recognitions including a perfect score of 100 on the Human Rights Campaign Foundation’s 2021 Corporate Equality Index (CEI) naming us a Best Places to Work for LGBTQ Equality. We also earned a place as one of the best remote-first workplaces in the U.S. and on the Boston Best Places to Work list from Built In. In addition, Vistaprint’s CEO, Robert Keane, was recently honored with Comparably’s Best CEOs award, listing him among the top CEOs according to employees. Vistaprint offers numerous support systems including Employee Resource Groups like Pride, Mosaic, and Women in Technology, and special interests communities to foster awareness, respect, and inclusion within the workplace.
We're Remote-First:
In 2020, Vistaprint adopted a Remote-First operating model and culture. We heard from our team members that having the freedom, autonomy and trust in each other to work from home and, the ability to operate when they are most productive, empowers them to be their best. Vistaprint also provides collaboration spaces for team members to work physically together when it's safe to do so and when in-person collaboration will deliver the best results. Currently we are enabled to hire remote team members in over 30 US States as well as several countries in Europe, including Spain, Germany, UK, Czech Republic, the Netherlands and Switzerland.
About Us:
As an e-commerce powerhouse, Vistaprint creates customer value (and delight) through accessible, cutting-edge technology. We are the marketing partner to millions of small businesses around the world. For more than 20 years, we have helped small businesses look and feel credible through high-quality marketing products and solutions that include signage, logo apparel, promotional products, face masks, flyers, postcards, business cards, websites and digital marketing. With Vistaprint, small businesses are able to create and customize their marketing with easy-to-use digital tools and design-templates, or by receiving expert graphic design support. In 2020, Vistaprint acquired 99designs to expand its design offering via a worldwide community of more than 150,000 talented designers to make it easy for designers and clients to work together to create designs they love. Vistaprint is focused on making great marketing and design accessible to every small business owner, allowing them to create a cohesive brand image for use in-store, online and on-the-go.
Equal Opportunity Employer:
Vistaprint, a Cimpress company, is an Equal Employment Opportunity Employer. All qualified candidates will receive consideration for employment without regard to race, color, sex, national or ethnic origin, nationality, age, religion, citizenship, disability, medical condition, sexual orientation, gender identity, gender presentation, legal or preferred name, marital status, pregnancy, family structure, veteran status or any other basis protected by human rights laws or regulations. This list is not exhaustive and, in fact, in many cases, we strive to do more than the law requires."
6,"nueva oferta
Marketing Data Analyst (English)",Blu Selection,"Barcelona, Barcelona provincia",7/26/2021,https://es.indeed.com/rc/clk?jk=d1683932611784d2&fccid=afcbbb4fc6dc726d&vjs=3,NA,NA,NA,"Do you dedicate your career to providing the best possible data analysis? Are you an SQL mastermind? Then don't miss out on the opportunity to become part of the brand-new data analysis team of a rapidly growing scale-up with an important mission!

Your future Company.

Reducing the world’s dependence on fossil fuels and providing solutions for renewable energy are the core values of this dynamic and fast-paced growing company. They offer innovative charging and energy management solutions for plug-in electric and hybrid vehicles currently in more than 60 countries. For their headquarters in Barcelona, they are looking for new team members to join their journey to change the world.

Tasks

Your responsibilities and impact as a Marketing Data Analyst will be responsible for the marketing activity by:


Designing and implementing performance measures
Setting up KPIs for marketing campaigns
Analyzing performance and taking action
Doing market researches
Creating a performance report accessible for every stakeholder
Bringing technical expertise to ensure the quality and accuracy of the data

Requirements

Skills, experiences, and interests you need to succeed in this role:


You have 5 years of experience as a Data analyst
You have a proficient level in English
You have experience with SQL, Looker, Qlik Sense.
You have experience with Saas tools, and Salesforce
You have experience with Google Adwords Google Analytics Facebook ads
You have an academic background of Data Science or Engineering
Being creative, adaptable and proactive with a good sense of humor
Being committed to reaching the target
Willing to rock the Startup world
Being a Team player
Enjoying being energetic, innovative and working proactively at a fast pace

Benefits

What’s in it for you?


Type of Contract: A permanent contract.
Salary: will be discussed through the recruitment process
Working Hours: flexibility schedule with Friday afternoon off
Office Location: City center of Barcelona
Salary Conditions: Salary based on your level of experience, will be discussed further during the recruitment process
Extra Perks:
Private health insurance after 6 months of contract
Languages classes: English & Spanish
Start-Up environment with dynamic & changing organization
Creative & Proactive environment
Starting date as soon as possible

Your Recruitment Process with Blu Selection

Hi, I’m Katharina from Blu Selection. I’ll take care of your recruitment process for this position. Feel free to call me at +34 931 24 44 90 or reach me via LinkedIn.

Is this project not the best fit for you? Still send me your CV to be considered for other projects or future opportunities. Also think about people in your network that could benefit from this offer, I'd be delighted to meet them!"
1,"nueva oferta
Big Data Analyst",Accenture,"Sevilla, Sevilla provincia+5 ubicaciones",7/27/2021,https://es.indeed.com/rc/clk?jk=cce22d560b1deca5&fccid=a4e4e2eaf26690c9&vjs=3,NA,NA,NA,"Esta es tu oportunidad para unirte a un equipo diverso de personas apasionadas por el Big Data.
En buenas manos ¡las tuyas! las enormes cantidades de información que las empresas recopilan hoy pueden convertirse en un activo muy valioso manejadas estratégicamente. Ayudamos a nuestros clientes a ser más eficientes haciendo el mejor uso posible de los datos, aprovechados por los expertos para impulsar un nuevo motor de crecimiento de servicios de información.
Si te gusta aprender y disfrutas de una gran pasión por trabajar con nuevas tecnologías además de ayudar a los clientes a administrar los datos de manera efectiva para generar conocimiento y valor, este es tu sitio. Estamos buscando desarrolladores en Accenture, el lugar perfecto para continuar construyendo tu carrera. Nuestro equipo está creciendo por lo que siempre estamos atentos a nuevo talento como el tuyo. Las oportunidades dentro de las emocionantes iniciativas en el entorno digital que llevamos a cabo con nuestros clientes son ilimitadas, por tanto no te faltarán inspiración o desafíos.
Algunas de tus responsabilidades:Desarrollo de software usando tecnologías Big DataFormar parte de equipos multidisciplinaresParticipación en proyectos para grandes clientes
¿Te unes al Big Data | Accenture Technology team? ¡Aplica online!
#BigDataNinja

Requisitos:Titulación técnica: Informática u otras con experiencia equivalente (Telecomunicaciones, Matemáticas, Física, otras ingenierías, etc.)+2 años de experiencia real en producción con tecnologías Big Data (Spark, Hive, Kafka, Flink, etc.)Alguna/varias bases de datos NoSQL (MongoDB, HBase, ElasticSearch, Cassandra, etc.)Herramientas Agile (Jira, Jenkins, Bamboo, Git, Sonar, etc.)
Valorable:Experiencia en AWS o AzureCertificaciones en AWS, Azure o Big Data (Cloudera, Databricks, MongoDB, Kafka, etc.)Experiencia en proyectos para grandes clientes
Accenture ofrece igualdad de oportunidades y acepta solicitudes de todos los sectores de la sociedad y no discrimina por motivos de raza, religión o creencias, origen étnico o nacional, discapacidad, edad, ciudadanía, estado civil, orientación sexual o Identidad de género, o cualquier otra base según lo protegido por la ley vigente."
2,"nueva oferta
Investment Banking Advisory, Analyst, Madrid",Credit Suisse,"Madrid, Madrid provincia",7/27/2021,https://es.indeed.com/rc/clk?jk=20171828bfa4725a&fccid=e127f4594cdf24f4&vjs=3,NA,NA,NA,"Your field of responsibility
A challenging position in Investment Banking Advisory (IBA), focusing on both origination and execution. Involvement in mid-market transactions across EMEA. Participation in a highly international team enabling strategic dialogue among large entrepreneurs, private equities and strategic investors. Close collaboration with investment banking, lending and coverage teams across Credit Suisse. Great exposure to M&A transactions, direct contact to business owners, management and other advisors. Exceptional responsibility to work alongside senior bankers and industry specialists. A platform for you to be creative and to build up a career within a dynamic and state-of-the-art organization.
Idea generation: aware of trends and developments within your respective industry sector, you easily combine this with M&A skills to spot opportunities for CS.Support pitches, providing also mentorship to Analysts so as to produce well-argued presentations and thorough analyses.Increased involvement in design and structure of presentations compared to Analyst role.Guide Analysts on building complex financial models, working with clients to develop inputs and modelling approach and use output to draw conclusions and make recommendations.Present analysis and sections of pitches in face-to-face meetings with clients.Deal with counterparts on clients’ side on day-to-day aspects of a transaction.Liaise with advisors, lawyers, accountants and other counter parties to produce prospectuses and other legal documentation.Undertake full valuation analyses and drafting of valuation materials for clients, with limited direct mentorship of senior bankers.Prepare and manage data-rooms and due diligence on behalf of clients.Produce documents for CS internal approval processes.Train analysts, coordinate their work on projects, develop them through delegation of responsibilities, and set priorities to them as well as to self.
Your future colleagues
At Credit Suisse, we are uniquely positioned to effectively address the needs of our entrepreneurial clients by offering them direct and cutting-edge investment banking capabilities. International Wealth Management IBA is an exciting and powerful capability within IWM, closely connected to Investment Banking, with the aim to support Relationship Managers and Strategic Client Partners in better serving our entrepreneurial and UHNWI clients. We will further demonstrate to our clients that we are their number one partner in Europe, thanks to our innovative, holistic and sustainable solutions. We are a department which values Diversity and Inclusion (D&I) and is committed to realizing the firm’s D&I ambition which is an integral part of our global cultural values.
Your skills and experience
Educated to degree level in a related field.Excellent corporate finance, accounting, financial modelling and valuation skills.Proven full-time work experience with a top tier investment bank or an advisory firm.Able to produce ‘client-ready’ written materials and present these in a measured, clear and articulate way.Strong sell-side and buy-side M&A skill-set across all work-streams and transaction phases.Results-oriented individual with excellent organizational, planning and project management skills.Outstanding interpersonal skillset and ability to effectively coordinate and contribute to a team effort, including guiding junior team members, communicating with seniors on all levels and seamlessly working with other CS teams worldwide.Understands the value of diversity in the workplace and is dedicated to fostering an inclusive culture in all aspects of working life so that people from all backgrounds receive equal treatment, realize their full potential and can bring their full, authentic selves to work.

Your new employer
Find a new home for your skills, ideas, and ambitions. Credit Suisse offers you the ideal environment to progress your career, attractive benefits and excellent training.
We are a leading wealth manager with strong global investment banking capabilities founded in 1856. Headquartered in Zurich, Switzerland, and with more than 45,000 employees from over 150 nations, we are always looking for motivated individuals to help us shape the future for our clients.
Credit Suisse is an equal opportunity employer. Welcoming diversity gives us a competitive advantage in the global marketplace and drives our success. Our bank provides reasonable accommodations to qualified individuals with disabilities, as well as those with other needs or beliefs as may be protected under applicable local law. If you require assistance during the recruitment process, please let your recruiter know."
3,"nueva oferta
Senior Business Analyst – SGT SCIB",Santander,"Madrid, Madrid provincia",7/27/2021,https://es.indeed.com/rc/clk?jk=50a2eb6f272fc741&fccid=e57a47a3d1d90e39&vjs=3,NA,NA,NA,"SGT está buscando un/a SENIOR BUSINESS ANALYST para nuestras oficinas en BOADILLA DEL MONTE.
POR QUÉ DEBERÍAS CONSIDERAR ESTA OPORTUNIDAD
¿Te gustaría ser parte de una de las mayores transformaciones que el mundo está experimentando en las últimas décadas? En el sector financiero, las expectativas y los comportamientos de los consumidores están cambiando de manera acelerada; en paralelo, los avances tecnológicos están permitiendo mejorar la experiencia de los clientes y crear nuevas plataformas y negocios que antes eran impensables.
En Santander (www.santander.com) somos actores principales de esta transformación. En Santander Global Technology (SGT), el brazo de tecnología y operaciones de Santander, estamos convencidos de la importancia de que la tecnología esté alineada a las necesidades de negocio y de que nuestro trabajo aporte valor a los usuarios, personas y comunidades, así como que fomente la creatividad de las personas. Nuestro equipo lo formamos más de 2.000 personas en 7 países (España, Portugal, Reino Unido, Estados Unidos, México, Chile y Brasil), desarrollando y/o implantando soluciones financieras en un amplio espectro de tecnologías (Blockchain, Big Data o Angular entre otras) sobre todo tipo de plataformas, on-premise y Cloud.
Nuestra misión es contribuir para ayudar al progreso de las personas y los negocios. Mejor que contarlo con palabras, puedes hacer click en este enlace Por qué Santander y acceder a un vídeo en el que contamos por qué la banca puede ser una extraordinaria opción profesional para desarrollarte.
Santander se enorgullece de ser una organización donde hay igualdad de oportunidades, independientemente de raza, sexo, religión, edad, orientación sexual, estado civil discapacidad, nacionalidad o identidad de género.
QUÉ HARÁS EN TU TRABAJO
Como Senior Business Analyst, serás el responsable de apoyar al PO para llevar a cabo el refinamiento de Historias de Usuario, garantizando el buen entendimiento del alcance reflejado en cada MVP's y las necesidades del negocio de CIB-Equity Derivatives proponiendo soluciones digitales a problemas financieros actuales. Adicionalmente, apoyarás al Technical Tribe Lead en la implementación de la estrategia de transformación del producto.
Necesitamos a alguien como tú para que nos ayude en distintos ámbitos:
Alta capacidad de entender el modelo de negocio, el plan estratégico y de operaciones de la organización y traducirlo en requerimientos técnicos y funcionales concretos.
Identificar las necesidades técnicas del proyecto, para establecer requerimientos de nuevos componentes, así como colaborar en el diseño, desarrollo y pruebas de los mismos.
Experiencia en implementación de Agile y específicamente de framework Scrum.
Gestión del backlog: refinamiento, detalle, estimación, inclusión de nuevas peticiones, priorización, decisión acerca de qué peticiones se deben incluir.
Conocimiento funcional de productos de banca mayorista con especial enfasis en el ambito de derivados de equity.
Capacidad y experiencia de gestión de equipos multidisciplinares.

Requisitos
QUÉ BUSCAMOS
EXPERIENCIA
+5 años de experiencia en funciones similares.

EDUCACIÓN
BA / BS en Ingeniería Informática, Telecomunicaciones o similar

HABILIDADES & CONOCIMIENTOS
Conocimientos de eDerivatives, Murex, Atlasian tools (JIRA, Confluence), Microsoft Office 365 (Forms, Sharepoint, Teams...).
Conocimientos de nuevas tecnologías (APIs, Microservicios,...).
Conocimiento de arquitectura funcional SCIB, Certificado PSM,
Idiomas (español e inglés fluido).

QUÉ OFRECEMOS
Bienvenido al #TheSantanderEffect. En Santander solo con una pequeña acción o una idea sencilla, puedes hacer grandes cosas. Te ofrecemos las ventajas y los medios para contribuir al progreso de más de 140 millones de personas en el mundo. Estos son los factores clave que multiplican las acciones de todos nuestros empleados/as:
Impacto significativo – Donde el efecto de tu trabajo marca la diferencia y ayuda a las personas y a los negocios a prosperar.
Crecimiento personal y profesional – Oportunidad de desarrollarte con formación a nivel mundial, trabajo retador y roles distintos.
Respeto – Ser parte de una organización que se preocupa – por las personas, por su amplia comunidad, y por el medioambiente.
Compañeros/as de trabajo de calidad – Trabajar con profesionales inspiradores que son líderes en su campo.
Estabilidad global – Trabajar para una sólida organización que se ha reinventado satisfactoriamente en varias ocasiones a lo largo de sus 160 años de historia.

Si quieres conocer más sobre nosotros, síguenos en https://es.linkedin.com/company/banco-santander

Ubicación principal:ES-MD-Madrid
Puesto:0.IT Operations
Organización:Santander Global Technology
Fecha de publicación:26/07/2021, 09:01:49"
4,"nueva oferta
Business Analyst",Roche,"Barcelona, Barcelona provincia",7/27/2021,https://es.indeed.com/rc/clk?jk=68d260394b732ad4&fccid=bca1c8ed48c3b338&vjs=3,NA,NA,NA,"In Roche Diagnostics we think that whether it’s cancer, infectious diseases or other serious health threats, the quest for better solutions to healthcare’s greatest challenges starts with and depends on diagnostics
Advanced diagnostic solutions enable patients and their clinicians to make critical decisions earlier, more accurately, and with greater confidence. These solutions help reduce hospitalisation, enable targeted treatment strategies and improve chronic patient management in a rapidly changing healthcare environment.
Roche Information Solutions (RIS) within Roche Diagnostics, build a sustainable insights business for labs, providers and patients
The job....
The BA is a Business Analyst within engineering with various responsibilities related to measuring, analyzing and reporting the performance of the software projects. The role will work in partnership with the global engineering leadership team and the cross-functional project teams to operational insights. The role could also include leading smaller process initiatives or other special projects within engineering. The candidate should have a foundation in reporting and metrics generation and will be pivotal in helping to improve engineering delivery processes and drive efficiencies.
What you’ll be doing....
Designs measurement framework to understand the software development journey across the Digital Health portfolio of products
Creates KPIs and dashboards to provide insights into execution quality, consistence, and reliability of software teams
Develops informative insights to understand engineering capacity and resource constraints
Documents current and future state of businesses and operational impact workflows
Partners with cross functional teams to understand data needs and provide data driven recommendations to improve processes
Become knowledgeable on all software delivery data sets and deliver quick insights on ad hoc projects and analyses as necessary
Your background and skills...
Bachelors or Masters in Economics, Business, Math, Statistics, Engineering, Computer Science, Physics, or other quantitative field
3+ years of experience in a data-focused role such as product analytics, business analytics, business operations, or data science
3+ years of SQL experience to query data and visualization using tools such as Python, R, Tableau
Ability and experience in extracting insights from data, and summarizing findings / takeaways
Experience applying quantitative analysis and logical reasoning to influence outcomes
Creativity in developing new processes, analyses, and recommendations
Comfort with ambiguity and the ability to work in a self-guided manner
Strong communication skills. Must be able to effectively communicate complex analyses to both technical and non-technical stakeholders, including senior leadership"
